Link,Model,Specs,Matched,Brand,Year,Configuration,Strings,Made in,Series,Colors,Left-Handed Version,Top,Type,Body Material,Bridge,Neck Joint,Tuners,Fretboard,Neck Material,Decoration,Scale Size,Shape,Thickness,Frets,Fretboard Radius,Nut,Nut Width,Switch,Knobs,Pickup Mods,Volume Controls,Tone Controls,Bridge Pickup,Neck Pickup,Middle Pickup,Price,Tremolo,Locking Tuners,Retainer Bar,Stainless Steel Frets,Made in United States,Expensive Wood,Locking Nut,Top Pickup Brand,Neck-Through Build,Push Knob or Extra Switch Option,Weight Relief,Stays in Tune (Evertune),21:1 Tuner Ratio,Compound Radius Fretboard,Strap Lock,Luminescent Inlay,Body Material 2,Neck Material 2,Fretboard Material 2,Sustainer Pickups,High-Quality-Standards Country,Coil Split Pickups,Made in Japan,"Coil Split, Killswitch Pickups","Coil Split, Multi-Voicing Pickups","Multi-Voicing, Sustainer Pickups",Coil Tap Pickups,Ivory Tusq Nut,Bone Nut,Multi-Voicing Pickups,High-Quality Nut,Black Tusq XL Nut,Series Split Pickups,Parallel Split Pickups,S-1 Switch Pickups,Killswitch Pickups,"Coil Split, Capacitance Selector Pickups","Coil Tap, Phase Out Pickups",Boneite Nut,NuBone Nut,Synthetic Bone Nut,"Killswitch, Sustainer Pickups",Boost Pickups,"Multi-Voicing, Gain Reduction Pickups","Coil Split, Boost Pickups",Phase Out Pickups,"Killswitch, Phase Out Pickups",High-Pass Filter Pickups,Half-Bone/Half-Brass Nut,"Coil Tap, Boost Pickups","Coil Split, Phase Out Pickups",Varitone Pickups,Tri-Sound Pickups,Neck Shape
https://findmyguitar.com/reviews/Gretsch-G5422G-12-Electromatic-review.php,Gretsch G5422G-12 Electromatic,"From Gretsch's 2022 Electromatic series
Made in South Korea
12 strings
24.75""'' scale
12"" Fretboard Radius
5-Ply Maple body
Maple neck
Rosewood fretboard
Bridge pickup: Gretsch Black Top Filter'Tron (Humbucker/Passive)
Neck pickup: Gretsch Black Top Filter'Tron (Humbucker/Passive)
Gretsch G-Cutout Tailpiece bridge
2 volume and 1 tone Speed knobs
3-way Switch
Standard U Set neck
22 Medium Jumbo frets
Die-Cast tuners
",True,Gretsch,2022.0,HH,12.0,South Korea,Electromatic,"Black, Brown",No,,Hollowbody,5-Ply Maple,Gretsch G-Cutout Tailpiece,Set,Die-Cast,Rosewood,Maple,Pearloid Hump Block,"24.75""",Standard U,1st Fret: 0.83'' (21.1mm) - 12th Fret: 0.97'' (24.6mm),22 Medium Jumbo,"12""",Ivory Tusq,45mm (1.77''),3 Way,Speed,,2.0,1.0,Gretsch Black Top Filter'Tron (Humbucker / Passive),Gretsch Black Top Filter'Tron (Humbucker / Passive),,890.5319999999999,False,False,,False,,True,,True,False,False,,False,False,False,False,False,Maple,Maple,Rosewood,,False,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,It has a U type neck.
https://findmyguitar.com/reviews/Gretsch-G5422T-Electromatic-review.php,Gretsch G5422T Electromatic,"From Gretsch's 2016 Electromatic series
Made in South Korea
6 strings
24.6""'' scale
12.6"" Fretboard Radius
5-Ply Maple body
Maple neck
Rosewood fretboard
Bridge pickup: Gretsch Black Top Filter'Tron (Humbucker/Passive)
Neck pickup: Gretsch Black Top Filter'Tron (Humbucker/Passive)
Bigsby Licensed B60 Vibrato Tailpiece bridge
2 volume and 1 tone Speed knobs
3-way Switch
U Shape Set neck
22 Medium Jumbo frets
Vintage-Style Open Back tuners
",True,Gretsch,2016.0,HH,6.0,South Korea,Electromatic,"Black, Orange",No,,Hollowbody,5-Ply Maple,Bigsby Licensed B60 Vibrato Tailpiece,Set,Vintage-Style Open Back,Rosewood,Maple,Pearloid Neo-Classic Thumbnail,"24.6""",U Shape,,22 Medium Jumbo,"12.6""",NuBone,42.9mm (1.688''),3 Way,Speed,,2.0,1.0,Gretsch Black Top Filter'Tron (Humbucker / Passive),Gretsch Black Top Filter'Tron (Humbucker / Passive),,731.3775,True,False,,False,,True,,True,False,False,,False,False,False,False,False,Maple,Maple,Rosewood,,False,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,It has a U type neck.
https://findmyguitar.com/reviews/Gretsch-G5422TG-Electromatic-review.php,Gretsch G5422TG Electromatic,"From Gretsch's 2016 Electromatic series
Made in China
6 strings
24.6""'' scale
12"" Fretboard Radius
5-Ply Maple body
Maple neck
Rosewood fretboard
Bridge pickup: Gretsch Black Top Filter'Tron (Humbucker/Passive)
Neck pickup: Gretsch Black Top Filter'Tron (Humbucker/Passive)
Bigsby Licensed B60 Vibrato Tailpiece bridge
2 volume and 1 tone Speed knobs
3-way Switch
Standard U Set neck
22 Medium Jumbo frets
Die-Cast tuners
",True,Gretsch,2016.0,HH,6.0,China,Electromatic,"White, Brown",No,,Hollowbody,5-Ply Maple,Bigsby Licensed B60 Vibrato Tailpiece,Set,Die-Cast,Rosewood,Maple,Pearloid Hump Block,"24.6""",Standard U,1st Fret: 0.83'' (21.1mm) - 12th Fret: 0.97'' (24.6mm),22 Medium Jumbo,"12""",Ivory Tusq,42.9mm (1.688''),3 Way,Speed,,2.0,1.0,Gretsch Black Top Filter'Tron (Humbucker / Passive),Gretsch Black Top Filter'Tron (Humbucker / Passive),,815.792,True,False,,False,,True,,True,False,False,,False,False,False,False,False,Maple,Maple,Rosewood,,False,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,It has a U type neck.
https://findmyguitar.com/reviews/Gretsch-G5422TG-Electromatic-Classic-review.php,Gretsch G5422TG Electromatic Classic,"From Gretsch's 2022 Electromatic series
Made in China
6 strings
24.6""'' scale
12"" Fretboard Radius
Arched Laminated Maple top
Laminated Maple body
Maple neck
Laurel fretboard
Bridge pickup: Gretsch FT-5E Filter’Tron (Humbucker/Passive)
Neck pickup: Gretsch FT-5E Filter’Tron (Humbucker/Passive)
Bigsby B60 bridge
3 volume and 1 tone Speed knobs
3-way Switch
Classic C Set neck
22 Medium Jumbo frets
Vintage-Style Open-Back tuners
",True,Gretsch,2022.0,HH,6.0,China,Electromatic,"White, Brown, Orange",No,Arched Laminated Maple,Hollowbody,Laminated Maple,Bigsby B60,Set,Vintage-Style Open-Back,Laurel,Maple,Pearloid Hump Block,"24.6""",Classic C,,22 Medium Jumbo,"12""",NuBone,42.9mm (1.688''),3 Way,Speed,,3.0,1.0,Gretsch FT-5E Filter’Tron (Humbucker / Passive),Gretsch FT-5E Filter’Tron (Humbucker / Passive),,782.24,True,False,,False,,False,,True,False,False,,False,False,False,False,False,Maple,Maple,Laurel,,False,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/Fender-H-E-R--Stratocaster-review.php,Fender H.E.R. Stratocaster,"From Fender's 2020 Artist series
H.E.R Signature
Made in Mexico
6 strings
25.5""'' scale
9.5"" Fretboard Radius
Alder body
Maple neck
Maple fretboard
Bridge pickup: Fender Vintage Noiseless Single-Coil Strat (Single Coil/Passive)
Middle pickup: Fender Vintage Noiseless Single-Coil Strat (Single Coil/Passive)
Neck pickup: Fender Vintage Noiseless Single-Coil Strat (Single Coil/Passive)
6-Saddle Vintage-Style Synchronized Tremolo bridge
1 volume and 2 tone Bell knobs
5-way Switch
Mid 60s C Bolt-On neck
21 Vintage Tall frets
Vintage-Style tuners
",False,Fender,2020.0,SSS,6.0,Mexico,Artist,Gray,No,,Solid Body,Alder,6-Saddle Vintage-Style Synchronized Tremolo,Bolt-On,Vintage-Style,Maple,Maple,Abalone dot,"25.5""",Mid 60s C,1st Fret: 0.825'' (21mm) - 12th Fret: 0.975'' (24.8mm),21 Vintage Tall,"9.5""",Synthetic Bone,42mm (1.654''),5 Way,Bell,,1.0,2.0,Fender Vintage Noiseless Single-Coil Strat (Single Coil / Passive),Fender Vintage Noiseless Single-Coil Strat (Single Coil / Passive),Fender Vintage Noiseless Single-Coil Strat (Single Coil / Passive),1069.065,True,False,,False,,False,,True,False,False,False,False,False,False,False,False,Alder,Maple,Maple,,False,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/Fender-Jimi-Hendrix-Stratocaster-review.php,Fender Jimi Hendrix Stratocaster,"From Fender's 2015 Artist series
Jimi Hendrix Signature
Made in Mexico
6 strings
25.5""'' scale
9.5"" Fretboard Radius
Alder body
Maple neck
Maple fretboard
Bridge pickup: Fender Pure Vintage 65 Gray-Bottom Single-Coil Strat (Single Coil/Passive)
Middle pickup: Fender Pure Vintage 65 Gray-Bottom Single-Coil Strat (Single Coil/Passive)
Neck pickup: Fender Pure Vintage 65 Gray-Bottom Single-Coil Strat (Single Coil/Passive)
6-Saddle Vintage-Style Synchronized Tremolo bridge
1 volume and 2 tone Bell knobs
5-way Switch
Modern C Bolt-On neck
21 Medium Jumbo frets
Vintage-Style tuners
",True,Fender,2015.0,SSS,6.0,Mexico,Artist,"White, Sunburst",No,,Solid Body,Alder,6-Saddle Vintage-Style Synchronized Tremolo,Bolt-On,Vintage-Style,Maple,Maple,Black Dot,"25.5""",Modern C,1st Fret: 0.82'' (20.8mm) - 12th Fret: 0.87'' (22.1mm),21 Medium Jumbo,"9.5""",Synthetic Bone,42mm (1.654''),5 Way,Bell,,1.0,2.0,Fender Pure Vintage 65 Gray-Bottom Single-Coil Strat (Single Coil / Passive),Fender Pure Vintage 65 Gray-Bottom Single-Coil Strat (Single Coil / Passive),Fender Pure Vintage 65 Gray-Bottom Single-Coil Strat (Single Coil / Passive),972.368,True,False,,False,,False,,True,False,False,False,False,False,False,False,False,Alder,Maple,Maple,,False,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/Fender-Jimmie-Vaughan-Tex-Mex-Strat-review.php,Fender Jimmie Vaughan Tex-Mex Strat,"From Fender's 1997 Artist series
Jimmie Vaughan Signature
Made in Mexico
6 strings
25.5""'' scale
9.5"" Fretboard Radius
Alder body
Maple neck
Maple fretboard
Bridge pickup: Fender Tex-Mex (Single Coil/Passive)
Middle pickup: Fender Tex-Mex (Single Coil/Passive)
Neck pickup: Fender Tex-Mex (Single Coil/Passive)
6-Saddle American Vintage Synchronized Tremolo bridge
1 volume and 2 tone Bell knobs
5-way Switch
Fender Soft V Bolt-On neck
21 Medium Jumbo frets
Vintage-Style tuners
",True,Fender,1997.0,SSS,6.0,Mexico,Artist,White,No,,Solid Body,Alder,6-Saddle American Vintage Synchronized Tremolo,Bolt-On,Vintage-Style,Maple,Maple,Black Dot,"25.5""",Fender Soft V,1st Fret: 0.9'' (22.9mm) - 12th Fret: 0.99'' (25.1mm),21 Medium Jumbo,"9.5""",Synthetic Bone,42mm (1.654''),5 Way,Bell,,1.0,2.0,Fender Tex-Mex (Single Coil / Passive),Fender Tex-Mex (Single Coil / Passive),Fender Tex-Mex (Single Coil / Passive),878.0875,True,False,,False,,False,,True,False,False,False,False,False,False,False,False,Alder,Maple,Maple,,False,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,It has a V type neck.
https://findmyguitar.com/reviews/ESP-LTD-JR-208-review.php,ESP LTD JR-208,"From ESP LTD's 2020 Signature series
Javier Reyes Signature
Made in Indonesia
8 strings
27""'' scale
15.748"" Fretboard Radius
Mahogany body
Maple neck
Roasted Jatoba fretboard
Bridge pickup: ESP Designed LH-308B (Humbucker/Passive)
Neck pickup: ESP Designed LH-308N (Humbucker/Passive)
LTD Fixed Bridge w/ string thru bridge
1 volume and 1 tone Bell knobs
3-way Switch
Thin U Bolt-On neck
24 XL Jumbo frets
LTD tuners
",True,ESP LTD,2020.0,HH,8.0,Indonesia,Signature,Blue,No,,Solid Body,Mahogany,LTD Fixed Bridge w/ string thru,Bolt-On,LTD,Roasted Jatoba,Maple,Offset Blocks,"27""",Thin U,1st Fret: 0.787'' (20mm) - 12th Fret: 0.866'' (22mm),24 XL Jumbo,"15.748""",Plastic,54mm (2.126''),3 Way,Bell,Coil Split,1.0,1.0,ESP Designed LH-308B (Humbucker / Passive),ESP Designed LH-308N (Humbucker / Passive),,590.9449999999999,False,False,,False,,True,,False,False,,False,False,False,False,False,False,Mahogany,Maple,Jatoba,,False,True,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,It has a U type neck.
https://findmyguitar.com/reviews/Sire-Larry-Carlton-L7-review.php,Sire Larry Carlton L7,"From Sire's 2020 L7 series
Larry Carlton Signature
Made in Indonesia
6 strings
24.75""'' scale
12"" Fretboard Radius
Flamed Veneer top
Mahogany+Hard Maple body
Mahogany neck
Ebony fretboard
Bridge pickup: Larry Carlton Modern Humbucker (Humbucker/Passive)
Neck pickup: Larry Carlton Modern Humbucker (Humbucker/Passive)
Sire Modern Tune-O-Matic & Aluminium Stop Tail Piece bridge
2 volume and 2 tone Speed knobs
3-way Switch
C-Shape Set neck
22 Medium Jumbo frets
Sire Premium Locking Tuner tuners
",True,Sire,2020.0,HH,6.0,Indonesia,L7,"Gold, White, Sunburst, Black, Blue",No,Flamed Veneer,Solid Body,Mahogany+Hard Maple,Sire Modern Tune-O-Matic & Aluminium Stop Tail Piece,Set,Sire Premium Locking Tuner,Ebony,Mahogany,Pearloid Trapezoids,"24.75""",C-Shape,1st Fret: 0.9'' (22.9mm) - 12th Fret: 0.94'' (23.9mm),22 Medium Jumbo,"12""",Bone,43mm (1.693''),3 Way,Speed,,2.0,2.0,Larry Carlton Modern Humbucker (Humbucker / Passive),Larry Carlton Modern Humbucker (Humbucker / Passive),,484.808,False,True,,False,,True,,False,False,False,False,False,False,False,False,False,Mahogany,Mahogany,Ebony,,False,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/Epiphone-Les-Paul-Classic-review.php,Epiphone Les Paul Classic,"From Epiphone's 2020 Modern Collection series
Made in China
6 strings
24.75""'' scale
12"" Fretboard Radius
Plain Maple Cap top
Mahogany body
Mahogany neck
Indian Laurel fretboard
Bridge pickup: Alnico Classic PRO (Humbucker/Passive)
Neck pickup: Alnico Classic PRO (Humbucker/Passive)
LockTone Tune-O-Matic bridge
2 volume and 2 tone Bell knobs
3-way Switch
Slim Taper Set neck
22 Medium Jumbo frets
Grover Rotomatic with 18:1 ratio tuners
",True,Epiphone,2020.0,HH,6.0,China,Modern Collection,"Black, Yellow Burst, Heritage Cherry Sunburst",No,Plain Maple Cap,Solid Body,Mahogany,LockTone Tune-O-Matic,Set,Grover Rotomatic with 18:1 ratio,Indian Laurel,Mahogany,Trapezoid,"24.75""",Slim Taper,1st Fret: 0.82'' (20.8mm) - 12th Fret: 0.92'' (23.4mm),22 Medium Jumbo,"12""",Ivory Tusq,43mm (1.693''),3 Way,Bell,"Coil Split, Phase Out",2.0,2.0,Alnico Classic PRO (Humbucker / Passive),Alnico Classic PRO (Humbucker / Passive),,490.562,False,False,,False,,True,,False,False,,False,False,False,False,False,False,Mahogany,Mahogany,Laurel,,False,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,It has a C type neck.
https://findmyguitar.com/reviews/Gibson-Les-Paul-Junior-review.php,Gibson Les Paul Junior,"From Gibson's 2019 Original Collection series
Made in United States
6 strings
24.75""'' scale
12"" Fretboard Radius
Mahogany body
Mahogany neck
Rosewood fretboard
Bridge pickup: Gibson P-90 Dog Ear (P90/Passive)
Middle pickup: (/)
Neck pickup: (/)
Wraparound bridge
1 volume and 1 tone Bell knobs
Vintage 50s Set neck
22 Medium Jumbo frets
Deluxe Tuners tuners
",True,Gibson,2019.0,P90,6.0,United States,Original Collection,"Black, Brown Burst",No,,Solid Body,Mahogany,Wraparound,Set,Deluxe Tuners,Rosewood,Mahogany,Acrylic Dots,"24.75""",Vintage 50s,1st Fret: 0.88'' (22.4mm) - 12th Fret: 0.96'' (24.4mm),22 Medium Jumbo,"12""",Ivory Tusq,43mm (1.693''),0 Way,Bell,,1.0,1.0,Gibson P-90 Dog Ear (P90 / Passive),,,1169.7933333333333,False,False,,False,True,True,,True,False,False,False,False,False,False,False,False,Mahogany,Mahogany,Rosewood,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,It has a V type neck.
https://findmyguitar.com/reviews/Epiphone-Les-Paul-Muse-review.php,Epiphone Les Paul Muse,"From Epiphone's 2020 Epiphone Inspired by Gibson series
Made in China
6 strings
24.75""'' scale
12"" Fretboard Radius
Maple Cap top
Mahogany (chambered, thin, belly scarf) body
Mahogany neck
Indian Laurel fretboard
Bridge pickup: Alnico Classic PRO (Humbucker/Passive)
Neck pickup: Alnico Classic PRO (Humbucker/Passive)
LockTone Tune-O-Matic bridge
2 volume and 2 tone Speed knobs
3-way Switch
Custom C Set neck
22 Medium Jumbo frets
Grover Rotomatic 18:1 ratio tuners
",True,Epiphone,2020.0,HH,6.0,China,Epiphone Inspired by Gibson,"White, Black, Blue, Green, Brown, Red, Purple",No,Maple Cap,Solid Body,"Mahogany (chambered, thin, belly scarf)",LockTone Tune-O-Matic,Set,Grover Rotomatic 18:1 ratio,Indian Laurel,Mahogany,Trapezoid,"24.75""",Custom C,,22 Medium Jumbo,"12""",NuBone,43mm (1.693''),3 Way,Speed,"Coil Split, Phase Out",2.0,2.0,Alnico Classic PRO (Humbucker / Passive),Alnico Classic PRO (Humbucker / Passive),,434.764,False,False,,False,,True,,False,False,,False,False,False,False,False,False,Mahogany,Mahogany,Laurel,,False,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,True,,,It has a C type neck.
https://findmyguitar.com/reviews/Dean-MLX-Floyd-review.php,Dean MLX Floyd,"From Dean's 2021 X series
Made in India
6 strings
24.75""'' scale
12"" Fretboard Radius
Eastern Mahogany body
Maple neck
Indian Rosewood fretboard
Bridge pickup: DMT Design (Humbucker/Passive)
Neck pickup: DMT Design (Humbucker/Passive)
Floyd Rose FR20 bridge
2 volume and 1 tone Speed knobs
3-way Switch
C Bolt-On neck
22 Jumbo frets
Sealed Die Cast tuners
",True,Dean,2021.0,HH,6.0,India,X,Black Satin,No,,Solid Body,Eastern Mahogany,Floyd Rose FR20,Bolt-On,Sealed Die Cast,Indian Rosewood,Maple,Pearloid Dot,"24.75""",C,,22 Jumbo,"12""",Locking,43mm (1.693''),3 Way,Speed,,2.0,1.0,DMT Design (Humbucker / Passive),DMT Design (Humbucker / Passive),,364.33,True,False,False,False,,True,True,False,False,False,False,False,False,False,False,False,Mahogany,Maple,Rosewood,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/Harley-Benton-MR-Classic-review.php,Harley Benton MR-Classic,"From Harley Benton's 2022 Vintage series
Made in Indonesia
6 strings
25.5""'' scale
12"" Fretboard Radius
Basswood body
Maple neck
Jatoba fretboard
Bridge pickup: Artec P-90 (Single Coil/Passive)
Fixed bridge
1 volume and 1 tone Speed knobs
3-way Switch
Harley Benton C Bolt-On neck
22 Medium frets
Kluson style Wilkinson tuners
",False,Harley Benton,2022.0,P90P90,6.0,Indonesia,Vintage,"White, Black, Blue, Red",Yes,,Solid Body,Basswood,Fixed,Bolt-On,Kluson style Wilkinson,Jatoba,Maple,Dots,"25.5""",Harley Benton C,1st Fret: 0.898'' (22.8mm) - 12th Fret: 0.931'' (23.6mm),22 Medium,"12""",Graphite,42mm (1.654''),3 Way,Speed,,1.0,1.0,Artec P-90 (Single Coil / Passive),Artec P-90 (Single Coil / Passive),,235.62,False,False,,False,,False,,True,False,False,False,False,False,False,False,False,Basswood,Maple,Jatoba,,False,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/Harley-Benton-MR-Classic-Baritone-review.php,Harley Benton MR-Classic Baritone,"From Harley Benton's 2022 Vintage series
Made in Indonesia
6 strings
27""'' scale
12"" Fretboard Radius
Basswood body
Maple neck
Jatoba fretboard
Bridge pickup: Artec P-90 (Single Coil/Passive)
Fixed bridge
1 volume and 1 tone Speed knobs
3-way Switch
Harley Benton C Bolt-On neck
22 Medium frets
Kluson-style Wilkinson tuners
",False,Harley Benton,2022.0,P90P90,6.0,Indonesia,Vintage,Sunburst,Yes,,Solid Body,Basswood,Fixed,Bolt-On,Kluson-style Wilkinson,Jatoba,Maple,Dots,"27""",Harley Benton C,1st Fret: 0.898'' (22.8mm) - 12th Fret: 0.931'' (23.6mm),22 Medium,"12""",Graphite,42mm (1.654''),3 Way,Speed,,1.0,1.0,Artec P-90 (Single Coil / Passive),Artec P-90 (Single Coil / Passive),,233.58,False,False,,False,,False,,True,False,False,False,False,False,False,False,False,Basswood,Maple,Jatoba,,False,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/Harley-Benton-MS-60-review.php,Harley Benton MS-60,"From Harley Benton's 2015 Vintage series
Made in Indonesia
6 strings
24""'' scale
13.78"" Fretboard Radius
Basswood body
Maple neck
Purpleheart fretboard
Bridge pickup: Roswell STA Alnico 5 Vintage Style (Single Coil/Passive)
Neck pickup: Roswell STA Alnico 5 Vintage Style (Single Coil/Passive)
Tune-O-Matic And Dlx Tremolo bridge
1 volume and 1 tone Dome knobs
3-way Switch
Harley Benton C Bolt-On neck
22 Medium Jumbo frets
Deluxe Die-Cast Machine Heads tuners
",False,Harley Benton,2015.0,SS,6.0,Indonesia,Vintage,White,Yes,,Solid Body,Basswood,Tune-O-Matic And Dlx Tremolo,Bolt-On,Deluxe Die-Cast Machine Heads,Purpleheart,Maple,Dot Fretboard Inlays,"24""",Harley Benton C,1st Fret: 0.898'' (22.8mm) - 12th Fret: 0.931'' (23.6mm),22 Medium Jumbo,"13.78""",Graphite,41mm (1.614''),3 Way,Dome,Phase Out,1.0,1.0,Roswell STA Alnico 5 Vintage Style (Single Coil / Passive),Roswell STA Alnico 5 Vintage Style (Single Coil / Passive),,260.475,True,False,,False,,False,,True,False,,False,False,False,False,False,False,Basswood,Maple,Purpleheart,,False,,,,,,,,,,False,,,,,,,,,,,,,,,True,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/Fender-Noventa-Jazzmaster-review.php,Fender Noventa Jazzmaster,"From Fender's 2021 Noventa series
Made in Mexico
6 strings
25.5""'' scale
9.5"" Fretboard Radius
Alder body
Maple neck
Maple fretboard
Bridge pickup: Fender Noventa Single-Coil (Single Coil/Passive)
Adjusto-Matic™ Bridge with Vintage Style Floating Tremolo Tailpiece bridge
1 volume and 1 tone Bell knobs
5-way Switch
Modern C Bolt-On neck
21 Medium Jumbo frets
Vintage-Style tuners
",True,Fender,2021.0,P90P90P90,6.0,Mexico,Noventa,"Green, Brown, Red",No,,Solid Body,Alder,Adjusto-Matic™ Bridge with Vintage Style Floating Tremolo Tailpiece,Bolt-On,Vintage-Style,Maple,Maple,Black Dot,"25.5""",Modern C,1st Fret: 0.82'' (20.8mm) - 12th Fret: 0.87'' (22.1mm),21 Medium Jumbo,"9.5""",Synthetic Bone,42mm (1.654''),5 Way,Bell,,1.0,1.0,Fender Noventa Single-Coil (Single Coil / Passive),Fender Noventa Single-Coil (Single Coil / Passive),Fender Noventa Single-Coil (Single Coil / Passive),854.4475,True,False,,False,,False,,True,False,False,False,False,False,False,False,False,Alder,Maple,Maple,,False,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/Schecter-Omen-8-review.php,Schecter Omen-8,"From Schecter's 2008 Omen series
Made in Indonesia
8 strings
26.5""'' scale
16"" Fretboard Radius
Basswood body
Maple w/ Carbon Fiber Reinforcement Rods neck
Rosewood fretboard
Bridge pickup: Schecter Diamond Plus (Humbucker/Passive)
Neck pickup: Schecter Diamond Plus (Humbucker/Passive)
Schecter Custom Hardtail w/ String Thru Body bridge
1 volume and 1 tone Dome knobs
3-way Switch
Thin C Bolt-On neck
24 XL Jumbo frets
Schecter tuners
",True,Schecter,2008.0,HH,8.0,Indonesia,Omen,"White, Black, Brown",Yes,,Solid Body,Basswood,Schecter Custom Hardtail w/ String Thru Body,Bolt-On,Schecter,Rosewood,Maple w/ Carbon Fiber Reinforcement Rods,Pearloid Semi-Goth,"26.5""",Thin C,1st Fret: 0.79'' (20.1mm) - 12th Fret: 0.87'' (22.1mm),24 XL Jumbo,"16""",Black Tusq XL,54mm (2.126''),3 Way,Dome,,1.0,1.0,Schecter Diamond Plus (Humbucker / Passive),Schecter Diamond Plus (Humbucker / Passive),,495.64400000000006,False,False,,False,,True,,False,False,False,False,False,False,False,False,False,Basswood,Maple,Rosewood,,False,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/Fender-Squier-Paranormal-Cyclone-review.php,Fender Squier Paranormal Cyclone,"From Fender Squier's 2020 Paranormal series
Made in China
6 strings
24.75""'' scale
9.5"" Fretboard Radius
Poplar body
Maple neck
Indian Laurel fretboard
Bridge pickup: Fender Designed Alnico Single-Coil (Single Coil/Passive)
Middle pickup: Fender Designed Alnico Single-Coil (Single Coil/Passive)
Neck pickup: Fender Designed Alnico Single-Coil (Single Coil/Passive)
6-Saddle Vintage-Style Synchronized Tremolo bridge
1 volume and 1 tone Dome knobs
3-way Switch
C Shape Bolt-On neck
22 Narrow Tall frets
Vintage-Style tuners
",True,Fender Squier,2020.0,SSS,6.0,China,Paranormal,"White, Red",No,,Solid Body,Poplar,6-Saddle Vintage-Style Synchronized Tremolo,Bolt-On,Vintage-Style,Indian Laurel,Maple,Pearloid Dot,"24.75""",C Shape,1st Fret: 0.84'' (21.3mm) - 12th Fret: 0.89'' (22.6mm),22 Narrow Tall,"9.5""",Synthetic Bone,41.9mm (1.65''),3 Way,Dome,Killswitch,1.0,1.0,Fender Designed Alnico Single-Coil (Single Coil / Passive),Fender Designed Alnico Single-Coil (Single Coil / Passive),Fender Designed Alnico Single-Coil (Single Coil / Passive),322.104,True,False,,False,,False,,False,False,,False,False,False,False,False,False,Poplar,Maple,Laurel,,False,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,It has a C type neck.
https://findmyguitar.com/reviews/Fender-Player-Duo-Sonic-HS-review.php,Fender Player Duo-Sonic HS,"From Fender's 2018 Player series
Made in Mexico
6 strings
24""'' scale
9.5"" Fretboard Radius
Alder body
Maple neck
Maple fretboard
Bridge pickup: Fender Duo-Sonic Humbucking (Humbucker/Passive)
Neck pickup: Fender Duo-Sonic Single-Coil (Single Coil/Passive)
6-Saddle Strings-Through-Body Strat Hardtail with Bent Steel Saddles bridge
1 volume and 1 tone Dome knobs
3-way Switch
Modern C Bolt-On neck
22 Medium Jumbo frets
Standard Cast/Sealed tuners
",True,Fender,2018.0,HS,6.0,Mexico,Player,"Sunburst, Blue, Red",No,,Solid Body,Alder,6-Saddle Strings-Through-Body Strat Hardtail with Bent Steel Saddles,Bolt-On,Standard Cast/Sealed,Maple,Maple,Black Dot,"24""",Modern C,1st Fret: 0.82'' (20.8mm) - 12th Fret: 0.87'' (22.1mm),22 Medium Jumbo,"9.5""",Synthetic Bone,42mm (1.654''),3 Way,Dome,Coil Split,1.0,1.0,Fender Duo-Sonic Humbucking (Humbucker / Passive),Fender Duo-Sonic Single-Coil (Single Coil / Passive),,645.5099999999999,False,False,,False,,False,,True,False,,False,False,False,False,False,False,Alder,Maple,Maple,,False,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,It has a C type neck.
